Kommunenr;Kommune;KretsID;Krets;Parti;ForhåndsStemmer;Stemmer;ProsentAndel;EndringStemmer11;EndringFordeling11;EndringStemmer09;EndringFordeling09
0301;Oslo;0101;Vahl skole;A;0;649;40,4;-470;-2,8;-311;1,3
0301;Oslo;0101;Vahl skole;SV;0;209;13;-68;2,3;-271;-6,6
0301;Oslo;0101;Vahl skole;SP;0;23;1,4;-27;-0,5;-7;0,2
0301;Oslo;0101;Vahl skole;KRF;0;28;1,7;5;0,9;-23;-0,3
0301;Oslo;0101;Vahl skole;V;0;139;8,7;-107;-0,9;-36;1,5
0301;Oslo;0101;Vahl skole;H;0;194;12,1;-196;-3;-70;1,3
0301;Oslo;0101;Vahl skole;FRP;0;89;5,5;-37;0,7;-149;-4,2
0301;Oslo;0101;Vahl skole;MDG;0;125;7,8;12;3,4;97;6,6
0301;Oslo;0101;Vahl skole;KRISTNE;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0101;Vahl skole;DLF;0;3;0,2;-1;0;-1;0
0301;Oslo;0101;Vahl skole;NKP;0;0;0;-2;-0,1;-1;0
0301;Oslo;0101;Vahl skole;DEMN;0;0;0;-3;-0,1;0;0
0301;Oslo;0101;Vahl skole;SFP;0;0;0;0;0;0;0
0301;Oslo;0101;Vahl skole;KYST;0;0;0;-1;0;-2;-0,1
0301;Oslo;0101;Vahl skole;PP;0;1;0,1;-4;-0,1;-2;-0,1
0301;Oslo;0101;Vahl skole;PIR;0;13;0,8;13;0,8;13;0,8
0301;Oslo;0101;Vahl skole;RØDT;0;132;8,2;-95;-0,6;-48;0,9
0301;Oslo;0101;Vahl skole;KSP;0;0;0;-2;-0,1;-3;-0,1
0301;Oslo;0101;Vahl skole;Andre2;0;0;0;0;0;-33;-1,3
0301;Oslo;0102;Tøyen skole;A;0;1068;41,6;-408;-2;-342;0,5
0301;Oslo;0102;Tøyen skole;SV;0;337;13,1;-24;2,5;-320;-6
0301;Oslo;0102;Tøyen skole;SP;0;20;0,8;-12;-0,2;-24;-0,5
0301;Oslo;0102;Tøyen skole;KRF;0;43;1,7;-3;0,3;-11;0,1
0301;Oslo;0102;Tøyen skole;V;0;235;9,2;-65;0,3;-20;1,7
0301;Oslo;0102;Tøyen skole;H;0;271;10,6;-213;-3,7;-32;1,7
0301;Oslo;0102;Tøyen skole;FRP;0;155;6;-8;1,2;-201;-4,3
0301;Oslo;0102;Tøyen skole;MDG;0;220;8,6;13;2,5;197;7,9
0301;Oslo;0102;Tøyen skole;RØDT;0;188;7,3;-112;-1,5;-108;-1,3
0301;Oslo;0102;Tøyen skole;SFP;0;2;0,1;2;0,1;1;0
0301;Oslo;0102;Tøyen skole;DLF;0;1;0;-3;-0,1;-4;-0,1
0301;Oslo;0102;Tøyen skole;KRISTNE;0;6;0,2;6;0,2;6;0,2
0301;Oslo;0102;Tøyen skole;KSP;0;1;0;0;0;-2;0
0301;Oslo;0102;Tøyen skole;KYST;0;1;0;0;0;0;0
0301;Oslo;0102;Tøyen skole;NKP;0;1;0;-4;-0,1;-1;0
0301;Oslo;0102;Tøyen skole;PIR;0;12;0,5;12;0,5;12;0,5
0301;Oslo;0102;Tøyen skole;PP;0;4;0,2;-2;0;-9;-0,2
0301;Oslo;0102;Tøyen skole;DEMN;0;2;0,1;0;0;2;0,1
0301;Oslo;0102;Tøyen skole;Andre2;0;0;0;0;0;-8;-0,2
0301;Oslo;0103;Kampen skole;A;0;682;34;-286;-5,8;-336;-4,2
0301;Oslo;0103;Kampen skole;SV;0;274;13,7;-25;1,4;-241;-5,7
0301;Oslo;0103;Kampen skole;SP;0;15;0,7;4;0,3;-14;-0,3
0301;Oslo;0103;Kampen skole;KRF;0;34;1,7;9;0,7;-8;0,1
0301;Oslo;0103;Kampen skole;V;0;174;8,7;-55;-0,7;-19;1,4
0301;Oslo;0103;Kampen skole;H;0;259;12,9;-166;-4,6;-11;2,8
0301;Oslo;0103;Kampen skole;FRP;0;174;8,7;54;3,7;-137;-3
0301;Oslo;0103;Kampen skole;MDG;0;212;10,6;83;5,3;185;9,6
0301;Oslo;0103;Kampen skole;PP;0;6;0,3;2;0,1;-6;-0,2
0301;Oslo;0103;Kampen skole;RØDT;0;159;7,9;-55;-0,9;-81;-1,1
0301;Oslo;0103;Kampen skole;DEMN;0;1;0;-1;0;1;0
0301;Oslo;0103;Kampen skole;DLF;0;2;0,1;-2;-0,1;1;0,1
0301;Oslo;0103;Kampen skole;KRISTNE;0;3;0,1;3;0,1;3;0,1
0301;Oslo;0103;Kampen skole;KSP;0;0;0;0;0;-1;0
0301;Oslo;0103;Kampen skole;KYST;0;2;0,1;0;0;0;0
0301;Oslo;0103;Kampen skole;PIR;0;8;0,4;8;0,4;8;0,4
0301;Oslo;0103;Kampen skole;SFP;0;1;0;1;0;0;0
0301;Oslo;0103;Kampen skole;NKP;0;0;0;-1;0;0;0
0301;Oslo;0103;Kampen skole;Andre2;0;0;0;0;0;-3;-0,1
0301;Oslo;0104;Gamlebyen skole;A;0;638;28,1;-573;-4,2;-678;-5,8
0301;Oslo;0104;Gamlebyen skole;SV;0;237;10,4;-126;0,7;-420;-6,5
0301;Oslo;0104;Gamlebyen skole;SP;0;17;0,7;-11;0;-32;-0,5
0301;Oslo;0104;Gamlebyen skole;KRF;0;30;1,3;-19;0;-32;-0,3
0301;Oslo;0104;Gamlebyen skole;V;0;269;11,8;-199;-0,6;-142;1,2
0301;Oslo;0104;Gamlebyen skole;H;0;434;19,1;-390;-2,9;-84;5,7
0301;Oslo;0104;Gamlebyen skole;FRP;0;172;7,6;-43;1,8;-330;-5,4
0301;Oslo;0104;Gamlebyen skole;MDG;0;239;10,5;16;4,6;197;9,4
0301;Oslo;0104;Gamlebyen skole;PIR;0;19;0,8;19;0,8;19;0,8
0301;Oslo;0104;Gamlebyen skole;NKP;0;1;0;-1;0;1;0
0301;Oslo;0104;Gamlebyen skole;PP;0;3;0,1;-2;0;-4;0
0301;Oslo;0104;Gamlebyen skole;KYST;0;1;0;1;0;1;0
0301;Oslo;0104;Gamlebyen skole;KSP;0;0;0;-4;-0,1;-1;0
0301;Oslo;0104;Gamlebyen skole;KRISTNE;0;1;0;1;0;1;0
0301;Oslo;0104;Gamlebyen skole;DLF;0;1;0;-8;-0,2;-1;0
0301;Oslo;0104;Gamlebyen skole;DEMN;0;0;0;0;0;0;0
0301;Oslo;0104;Gamlebyen skole;RØDT;0;211;9,3;-137;0;-87;1,6
0301;Oslo;0104;Gamlebyen skole;SFP;0;0;0;0;0;-2;-0,1
0301;Oslo;0104;Gamlebyen skole;Andre2;0;0;0;0;0;-13;-0,3
0301;Oslo;0105;Jordal skole;A;0;408;32,9;-125;-4;-143;-3,8
0301;Oslo;0105;Jordal skole;SV;0;155;12,5;-45;-1,3;-125;-6,2
0301;Oslo;0105;Jordal skole;SP;0;13;1;10;0,8;-14;-0,8
0301;Oslo;0105;Jordal skole;KRF;0;18;1,5;-6;-0,2;-4;0
0301;Oslo;0105;Jordal skole;V;0;128;10,3;-16;0,4;34;4,1
0301;Oslo;0105;Jordal skole;H;0;181;14,6;-54;-1,7;15;3,5
0301;Oslo;0105;Jordal skole;FRP;0;89;7,2;15;2,1;-86;-4,5
0301;Oslo;0105;Jordal skole;MDG;0;107;8,6;33;3,5;91;7,6
0301;Oslo;0105;Jordal skole;SFP;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0105;Jordal skole;DLF;0;3;0,2;1;0,1;3;0,2
0301;Oslo;0105;Jordal skole;KRISTNE;0;2;0,2;2;0,2;2;0,2
0301;Oslo;0105;Jordal skole;KSP;0;0;0;0;0;0;0
0301;Oslo;0105;Jordal skole;KYST;0;0;0;-1;-0,1;-1;-0,1
0301;Oslo;0105;Jordal skole;NKP;0;2;0,2;2;0,2;2;0,2
0301;Oslo;0105;Jordal skole;PIR;0;8;0,6;8;0,6;8;0,6
0301;Oslo;0105;Jordal skole;PP;0;1;0,1;-5;-0,3;-1;-0,1
0301;Oslo;0105;Jordal skole;RØDT;0;125;10,1;-23;-0,2;-41;-1
0301;Oslo;0105;Jordal skole;DEMN;0;0;0;-2;-0,1;0;0
0301;Oslo;0105;Jordal skole;Andre2;0;0;0;0;0;-2;-0,1
0301;Oslo;0106;Vålerenga skole;A;0;553;33,1;-277;-5,7;-275;-5,3
0301;Oslo;0106;Vålerenga skole;SV;0;198;11,8;-26;1,4;-189;-6,1
0301;Oslo;0106;Vålerenga skole;SP;0;15;0,9;-2;0,1;-12;-0,4
0301;Oslo;0106;Vålerenga skole;KRF;0;26;1,6;1;0,4;2;0,4
0301;Oslo;0106;Vålerenga skole;V;0;152;9,1;-66;-1,1;10;2,5
0301;Oslo;0106;Vålerenga skole;H;0;311;18,6;-133;-2,2;48;6,4
0301;Oslo;0106;Vålerenga skole;FRP;0;134;8;16;2,5;-138;-4,6
0301;Oslo;0106;Vålerenga skole;MDG;0;129;7,7;58;4,4;114;7
0301;Oslo;0106;Vålerenga skole;SFP;0;0;0;0;0;0;0
0301;Oslo;0106;Vålerenga skole;RØDT;0;130;7,8;-51;-0,7;-60;-1
0301;Oslo;0106;Vålerenga skole;DEMN;0;3;0,2;1;0,1;3;0,2
0301;Oslo;0106;Vålerenga skole;DLF;0;2;0,1;-1;0;1;0,1
0301;Oslo;0106;Vålerenga skole;KRISTNE;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0106;Vålerenga skole;KSP;0;0;0;0;0;-1;0
0301;Oslo;0106;Vålerenga skole;KYST;0;2;0,1;0;0;1;0,1
0301;Oslo;0106;Vålerenga skole;NKP;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0106;Vålerenga skole;PIR;0;13;0,8;13;0,8;13;0,8
0301;Oslo;0106;Vålerenga skole;PP;0;2;0,1;-1;0;1;0,1
0301;Oslo;0106;Vålerenga skole;Andre2;0;0;0;0;0;-3;-0,1
0301;Oslo;0107;Etterstad videregående skole;A;0;638;36,4;-341;-6,4;-410;-6,4
0301;Oslo;0107;Etterstad videregående skole;SV;0;163;9,3;-10;1,7;-106;-1,7
0301;Oslo;0107;Etterstad videregående skole;SP;0;10;0,6;-2;0;-19;-0,6
0301;Oslo;0107;Etterstad videregående skole;KRF;0;42;2,4;11;1;10;1,1
0301;Oslo;0107;Etterstad videregående skole;V;0;142;8,1;-15;1,2;9;2,7
0301;Oslo;0107;Etterstad videregående skole;H;0;338;19,3;-243;-6,1;-28;4,3
0301;Oslo;0107;Etterstad videregående skole;FRP;0;202;11,5;44;4,6;-177;-4
0301;Oslo;0107;Etterstad videregående skole;MDG;0;101;5,8;36;2,9;78;4,8
0301;Oslo;0107;Etterstad videregående skole;KSP;0;0;0;-1;0;-2;-0,1
0301;Oslo;0107;Etterstad videregående skole;KYST;0;2;0,1;0;0;1;0,1
0301;Oslo;0107;Etterstad videregående skole;PIR;0;10;0,6;10;0,6;10;0,6
0301;Oslo;0107;Etterstad videregående skole;PP;0;5;0,3;-1;0;-6;-0,2
0301;Oslo;0107;Etterstad videregående skole;SFP;0;0;0;0;0;-1;0
0301;Oslo;0107;Etterstad videregående skole;KRISTNE;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0107;Etterstad videregående skole;RØDT;0;98;5,6;-21;0,4;-54;-0,6
0301;Oslo;0107;Etterstad videregående skole;DLF;0;1;0,1;-1;0;0;0
0301;Oslo;0107;Etterstad videregående skole;NKP;0;0;0;-1;0;0;0
0301;Oslo;0107;Etterstad videregående skole;DEMN;0;0;0;-1;0;0;0
0301;Oslo;0107;Etterstad videregående skole;Andre2;0;0;0;0;0;0;0
0301;Oslo;0108;Fyrstikkalléen skole;A;0;517;34,2;-155;-6,8;-95;-6,4
0301;Oslo;0108;Fyrstikkalléen skole;SV;0;142;9,4;21;2;-44;-2,9
0301;Oslo;0108;Fyrstikkalléen skole;SP;0;18;1,2;10;0,7;0;0
0301;Oslo;0108;Fyrstikkalléen skole;KRF;0;40;2,6;-4;0;2;0,1
0301;Oslo;0108;Fyrstikkalléen skole;V;0;153;10,1;23;2,2;57;3,8
0301;Oslo;0108;Fyrstikkalléen skole;H;0;304;20,1;-108;-5;100;6,6
0301;Oslo;0108;Fyrstikkalléen skole;FRP;0;177;11,7;59;4,5;-86;-5,7
0301;Oslo;0108;Fyrstikkalléen skole;MDG;0;96;6,4;44;3,2;85;5,6
0301;Oslo;0108;Fyrstikkalléen skole;SFP;0;0;0;0;0;0;0
0301;Oslo;0108;Fyrstikkalléen skole;PP;0;2;0,1;-1;-0,1;-2;-0,1
0301;Oslo;0108;Fyrstikkalléen skole;PIR;0;6;0,4;6;0,4;6;0,4
0301;Oslo;0108;Fyrstikkalléen skole;NKP;0;1;0,1;-2;-0,1;0;0
0301;Oslo;0108;Fyrstikkalléen skole;KYST;0;0;0;-1;-0,1;0;0
0301;Oslo;0108;Fyrstikkalléen skole;KSP;0;0;0;-4;-0,2;0;0
0301;Oslo;0108;Fyrstikkalléen skole;KRISTNE;0;3;0,2;3;0,2;3;0,2
0301;Oslo;0108;Fyrstikkalléen skole;DLF;0;4;0,3;4;0,3;4;0,3
0301;Oslo;0108;Fyrstikkalléen skole;DEMN;0;0;0;0;0;0;0
0301;Oslo;0108;Fyrstikkalléen skole;RØDT;0;48;3,2;-22;-1,1;-26;-1,7
0301;Oslo;0108;Fyrstikkalléen skole;Andre2;0;0;0;0;0;0;0
0301;Oslo;0201;Hasle skole;A;0;866;36,6;-269;-3,8;-283;-3,9
0301;Oslo;0201;Hasle skole;SV;0;293;12,4;-70;-0,6;-197;-4,9
0301;Oslo;0201;Hasle skole;SP;0;27;1,1;15;0,7;0;0,2
0301;Oslo;0201;Hasle skole;KRF;0;54;2,3;-8;0,1;-29;-0,6
0301;Oslo;0201;Hasle skole;V;0;199;8,4;-42;-0,2;34;2,6
0301;Oslo;0201;Hasle skole;H;0;442;18,7;-189;-3,8;48;4,8
0301;Oslo;0201;Hasle skole;FRP;0;197;8,3;65;3,6;-138;-3,5
0301;Oslo;0201;Hasle skole;MDG;0;150;6,3;69;3,4;132;5,7
0301;Oslo;0201;Hasle skole;DEMN;0;1;0;-2;-0,1;1;0
0301;Oslo;0201;Hasle skole;SFP;0;2;0,1;2;0,1;1;0
0301;Oslo;0201;Hasle skole;PP;0;6;0,3;-1;0;-2;0
0301;Oslo;0201;Hasle skole;PIR;0;14;0,6;14;0,6;14;0,6
0301;Oslo;0201;Hasle skole;NKP;0;3;0,1;1;0,1;0;0
0301;Oslo;0201;Hasle skole;KYST;0;0;0;-1;0;-5;-0,2
0301;Oslo;0201;Hasle skole;KSP;0;1;0;-2;-0,1;-2;-0,1
0301;Oslo;0201;Hasle skole;DLF;0;0;0;-3;-0,1;-3;-0,1
0301;Oslo;0201;Hasle skole;RØDT;0;111;4,7;-21;0;-44;-0,8
0301;Oslo;0201;Hasle skole;KRISTNE;0;2;0,1;2;0,1;2;0,1
0301;Oslo;0201;Hasle skole;Andre2;0;0;0;0;0;-1;0
0301;Oslo;0202;Sinsen skole;A;0;1120;34,7;-598;-2,3;-823;-4,5
0301;Oslo;0202;Sinsen skole;SV;0;221;6,8;-152;-1,2;-421;-6,1
0301;Oslo;0202;Sinsen skole;SP;0;42;1,3;3;0,5;-27;-0,1
0301;Oslo;0202;Sinsen skole;KRF;0;108;3,3;-77;-0,6;-105;-0,9
0301;Oslo;0202;Sinsen skole;V;0;302;9,3;-139;-0,1;-42;2,4
0301;Oslo;0202;Sinsen skole;H;0;762;23,6;-465;-2,8;-8;8,1
0301;Oslo;0202;Sinsen skole;FRP;0;324;10;52;4,2;-401;-4,6
0301;Oslo;0202;Sinsen skole;MDG;0;197;6,1;53;3;166;5,5
0301;Oslo;0202;Sinsen skole;RØDT;0;115;3,6;-96;-1;-79;-0,3
0301;Oslo;0202;Sinsen skole;DEMN;0;3;0,1;-2;0;3;0,1
0301;Oslo;0202;Sinsen skole;DLF;0;1;0;-2;0;0;0
0301;Oslo;0202;Sinsen skole;KRISTNE;0;6;0,2;6;0,2;6;0,2
0301;Oslo;0202;Sinsen skole;KSP;0;0;0;-5;-0,1;-8;-0,2
0301;Oslo;0202;Sinsen skole;KYST;0;0;0;-2;0;0;0
0301;Oslo;0202;Sinsen skole;NKP;0;0;0;-7;-0,2;-2;0
0301;Oslo;0202;Sinsen skole;PP;0;3;0,1;-11;-0,2;-14;-0,2
0301;Oslo;0202;Sinsen skole;SFP;0;1;0;1;0;0;0
0301;Oslo;0202;Sinsen skole;PIR;0;26;0,8;26;0,8;26;0,8
0301;Oslo;0202;Sinsen skole;Andre2;0;0;0;0;0;-6;-0,1
0301;Oslo;0203;Engelsborg ressurssenter;A;0;1047;31,5;-840;-4,5;-1119;-6,3
0301;Oslo;0203;Engelsborg ressurssenter;SV;0;460;13,8;-219;0,9;-591;-4,5
0301;Oslo;0203;Engelsborg ressurssenter;SP;0;31;0,9;-6;0,2;-43;-0,4
0301;Oslo;0203;Engelsborg ressurssenter;KRF;0;75;2,3;-15;0,5;-25;0,5
0301;Oslo;0203;Engelsborg ressurssenter;V;0;344;10,3;-185;0,2;-113;2,4
0301;Oslo;0203;Engelsborg ressurssenter;H;0;522;15,7;-494;-3,7;-231;2,6
0301;Oslo;0203;Engelsborg ressurssenter;FRP;0;241;7,2;18;3;-345;-3
0301;Oslo;0203;Engelsborg ressurssenter;MDG;0;346;10,4;41;4,6;303;9,6
0301;Oslo;0203;Engelsborg ressurssenter;KYST;0;1;0;-2;0;0;0
0301;Oslo;0203;Engelsborg ressurssenter;SFP;0;3;0,1;3;0,1;3;0,1
0301;Oslo;0203;Engelsborg ressurssenter;PP;0;5;0,2;-14;-0,2;-15;-0,2
0301;Oslo;0203;Engelsborg ressurssenter;PIR;0;22;0,7;22;0,7;22;0,7
0301;Oslo;0203;Engelsborg ressurssenter;KSP;0;0;0;-4;-0,1;-3;-0,1
0301;Oslo;0203;Engelsborg ressurssenter;KRISTNE;0;1;0;1;0;1;0
0301;Oslo;0203;Engelsborg ressurssenter;DLF;0;3;0,1;1;0,1;-2;0
0301;Oslo;0203;Engelsborg ressurssenter;DEMN;0;4;0,1;-1;0;4;0,1
0301;Oslo;0203;Engelsborg ressurssenter;RØDT;0;222;6,7;-218;-1,7;-244;-1,5
0301;Oslo;0203;Engelsborg ressurssenter;NKP;0;2;0,1;-3;0;0;0
0301;Oslo;0203;Engelsborg ressurssenter;Andre2;0;0;0;0;0;-9;-0,2
0301;Oslo;0204;Grünerløkka skole;A;0;791;30,9;-92;-4,2;-219;-6,2
0301;Oslo;0204;Grünerløkka skole;SV;0;302;11,8;3;-0,1;-212;-7,1
0301;Oslo;0204;Grünerløkka skole;SP;0;19;0,7;2;0,1;-6;-0,2
0301;Oslo;0204;Grünerløkka skole;KRF;0;52;2;23;0,9;3;0,2
0301;Oslo;0204;Grünerløkka skole;V;0;308;12;-4;-0,4;90;4
0301;Oslo;0204;Grünerløkka skole;H;0;476;18,6;-80;-3,5;99;4,8
0301;Oslo;0204;Grünerløkka skole;FRP;0;166;6,5;55;2,1;-114;-3,8
0301;Oslo;0204;Grünerløkka skole;MDG;0;254;9,9;141;5,4;227;8,9
0301;Oslo;0204;Grünerløkka skole;SFP;0;1;0;1;0;-1;0
0301;Oslo;0204;Grünerløkka skole;DEMN;0;0;0;-2;-0,1;0;0
0301;Oslo;0204;Grünerløkka skole;DLF;0;4;0,2;3;0,1;1;0
0301;Oslo;0204;Grünerløkka skole;KRISTNE;0;3;0,1;3;0,1;3;0,1
0301;Oslo;0204;Grünerløkka skole;KSP;0;0;0;0;0;-2;-0,1
0301;Oslo;0204;Grünerløkka skole;KYST;0;2;0,1;2;0,1;1;0
0301;Oslo;0204;Grünerløkka skole;NKP;0;1;0;-2;-0,1;0;0
0301;Oslo;0204;Grünerløkka skole;PIR;0;11;0,4;11;0,4;11;0,4
0301;Oslo;0204;Grünerløkka skole;RØDT;0;168;6,6;-12;-0,6;-35;-0,9
0301;Oslo;0204;Grünerløkka skole;PP;0;1;0;-9;-0,4;-7;-0,3
0301;Oslo;0204;Grünerløkka skole;Andre2;0;0;0;0;0;-3;-0,1
0301;Oslo;0205;Foss videregående skole;A;0;578;28,2;-307;-2,7;-491;-7,7
0301;Oslo;0205;Foss videregående skole;SV;0;228;11,1;-96;-0,2;-339;-7,9
0301;Oslo;0205;Foss videregående skole;SP;0;21;1;3;0,4;-4;0,2
0301;Oslo;0205;Foss videregående skole;KRF;0;35;1,7;-3;0,4;-9;0,2
0301;Oslo;0205;Foss videregående skole;V;0;266;13;-96;0,4;-11;3,7
0301;Oslo;0205;Foss videregående skole;H;0;425;20,7;-343;-6;-70;4,1
0301;Oslo;0205;Foss videregående skole;FRP;0;105;5,1;2;1,5;-136;-3
0301;Oslo;0205;Foss videregående skole;MDG;0;225;11;72;5,6;194;9,9
0301;Oslo;0205;Foss videregående skole;SFP;0;0;0;0;0;0;0
0301;Oslo;0205;Foss videregående skole;PP;0;2;0,1;-2;0;-1;0
0301;Oslo;0205;Foss videregående skole;PIR;0;12;0,6;12;0,6;12;0,6
0301;Oslo;0205;Foss videregående skole;KYST;0;0;0;-2;-0,1;-1;0
0301;Oslo;0205;Foss videregående skole;KRISTNE;0;2;0,1;2;0,1;2;0,1
0301;Oslo;0205;Foss videregående skole;NKP;0;1;0;-2;-0,1;-1;0
0301;Oslo;0205;Foss videregående skole;DLF;0;2;0,1;-2;0;-3;-0,1
0301;Oslo;0205;Foss videregående skole;DEMN;0;0;0;-3;-0,1;0;0
0301;Oslo;0205;Foss videregående skole;RØDT;0;148;7,2;-52;0,2;-67;0
0301;Oslo;0205;Foss videregående skole;KSP;0;0;0;-1;0;-1;0
0301;Oslo;0205;Foss videregående skole;Andre2;0;0;0;0;0;-3;-0,1
0301;Oslo;0206;Anker hotell;A;0;712;32,8;-529;-3,3;-634;-4,8
0301;Oslo;0206;Anker hotell;SV;0;256;11,8;-83;1,9;-378;-5,9
0301;Oslo;0206;Anker hotell;SP;0;22;1;4;0,5;-23;-0,2
0301;Oslo;0206;Anker hotell;KRF;0;35;1,6;-16;0,1;-26;-0,1
0301;Oslo;0206;Anker hotell;V;0;257;11,8;-146;0,1;-53;3,2
0301;Oslo;0206;Anker hotell;H;0;363;16,7;-340;-3,7;-99;3,8
0301;Oslo;0206;Anker hotell;FRP;0;142;6,5;-49;1;-235;-4
0301;Oslo;0206;Anker hotell;MDG;0;210;9,7;-3;3,5;162;8,3
0301;Oslo;0206;Anker hotell;KRISTNE;0;4;0,2;4;0,2;4;0,2
0301;Oslo;0206;Anker hotell;DEMN;0;0;0;-1;0;0;0
0301;Oslo;0206;Anker hotell;DLF;0;6;0,3;2;0,2;3;0,2
0301;Oslo;0206;Anker hotell;RØDT;0;144;6,6;-116;-0,9;-139;-1,3
0301;Oslo;0206;Anker hotell;SFP;0;1;0;1;0;-1;0
0301;Oslo;0206;Anker hotell;PP;0;2;0,1;-8;-0,2;-6;-0,1
0301;Oslo;0206;Anker hotell;PIR;0;16;0,7;16;0,7;16;0,7
0301;Oslo;0206;Anker hotell;KYST;0;0;0;-2;-0,1;-1;0
0301;Oslo;0206;Anker hotell;KSP;0;0;0;-2;-0,1;-1;0
0301;Oslo;0206;Anker hotell;NKP;0;1;0;-2;0;0;0
0301;Oslo;0206;Anker hotell;Andre2;0;0;0;0;0;-2;-0,1
0301;Oslo;0301;Sagene samfunnshus;A;0;799;32,7;-335;-2;-513;-5,7
0301;Oslo;0301;Sagene samfunnshus;SV;0;271;11,1;-20;2,2;-285;-5,2
0301;Oslo;0301;Sagene samfunnshus;SP;0;22;0,9;-2;0,2;-18;-0,3
0301;Oslo;0301;Sagene samfunnshus;KRF;0;63;2,6;-27;-0,2;-46;-0,6
0301;Oslo;0301;Sagene samfunnshus;V;0;322;13,2;-53;1,7;14;4,2
0301;Oslo;0301;Sagene samfunnshus;H;0;430;17,6;-450;-9,3;-101;2
0301;Oslo;0301;Sagene samfunnshus;FRP;0;141;5,8;5;1,6;-214;-4,6
0301;Oslo;0301;Sagene samfunnshus;MDG;0;228;9,3;106;5,6;213;8,9
0301;Oslo;0301;Sagene samfunnshus;NKP;0;2;0,1;-1;0;1;0,1
0301;Oslo;0301;Sagene samfunnshus;KYST;0;0;0;-1;0;-1;0
0301;Oslo;0301;Sagene samfunnshus;SFP;0;0;0;0;0;-2;-0,1
0301;Oslo;0301;Sagene samfunnshus;PIR;0;17;0,7;17;0,7;17;0,7
0301;Oslo;0301;Sagene samfunnshus;KSP;0;1;0;1;0;-2;0
0301;Oslo;0301;Sagene samfunnshus;KRISTNE;0;2;0,1;2;0,1;2;0,1
0301;Oslo;0301;Sagene samfunnshus;DLF;0;1;0;1;0;1;0
0301;Oslo;0301;Sagene samfunnshus;DEMN;0;0;0;-3;-0,1;0;0
0301;Oslo;0301;Sagene samfunnshus;RØDT;0;133;5,4;-66;-0,6;-33;0,6
0301;Oslo;0301;Sagene samfunnshus;PP;0;10;0,4;-2;0;1;0,1
0301;Oslo;0301;Sagene samfunnshus;Andre2;0;0;0;0;0;-4;-0,1
0301;Oslo;0302;Bjølsen skole;A;0;654;32,9;-341;-3,8;-516;-6,6
0301;Oslo;0302;Bjølsen skole;SV;0;245;12,3;-5;3,1;-210;-3
0301;Oslo;0302;Bjølsen skole;SP;0;21;1,1;2;0,4;-26;-0,5
0301;Oslo;0302;Bjølsen skole;KRF;0;63;3,2;-13;0,4;-34;-0,1
0301;Oslo;0302;Bjølsen skole;V;0;241;12,1;-121;-1,2;-28;3
0301;Oslo;0302;Bjølsen skole;H;0;363;18,3;-280;-5,5;-46;4,5
0301;Oslo;0302;Bjølsen skole;FRP;0;134;6,7;23;2,6;-169;-3,5
0301;Oslo;0302;Bjølsen skole;MDG;0;157;7,9;50;3,9;139;7,3
0301;Oslo;0302;Bjølsen skole;RØDT;0;81;4,1;-43;-0,5;-86;-1,6
0301;Oslo;0302;Bjølsen skole;SFP;0;0;0;0;0;0;0
0301;Oslo;0302;Bjølsen skole;PP;0;6;0,3;-3;0;-7;-0,1
0301;Oslo;0302;Bjølsen skole;NKP;0;1;0,1;-1;0;0;0
0301;Oslo;0302;Bjølsen skole;KYST;0;0;0;-1;0;-2;-0,1
0301;Oslo;0302;Bjølsen skole;KSP;0;1;0,1;0;0;-2;-0,1
0301;Oslo;0302;Bjølsen skole;KRISTNE;0;1;0,1;1;0,1;1;0,1
0301;Oslo;0302;Bjølsen skole;DLF;0;1;0,1;-5;-0,2;-3;-0,1
0301;Oslo;0302;Bjølsen skole;DEMN;0;3;0,2;1;0,1;3;0,2
0301;Oslo;0302;Bjølsen skole;PIR;0;16;0,8;16;0,8;16;0,8
0301;Oslo;0302;Bjølsen skole;Andre2;0;0;0;0;0;-4;-0,1
0301;Oslo;0303;Nordpolen skole;A;0;723;35,2;-341;-4,9;723;
0301;Oslo;0303;Nordpolen skole;SV;0;201;9,8;-8;1,9;201;
0301;Oslo;0303;Nordpolen skole;SP;0;20;1;4;0,4;20;
0301;Oslo;0303;Nordpolen skole;KRF;0;59;2,9;-5;0,5;59;
0301;Oslo;0303;Nordpolen skole;V;0;247;12;-63;0,3;247;
0301;Oslo;0303;Nordpolen skole;H;0;411;20;-232;-4,2;411;
0301;Oslo;0303;Nordpolen skole;FRP;0;161;7,8;28;2,8;161;
0301;Oslo;0303;Nordpolen skole;MDG;0;132;6,4;58;3,6;132;
0301;Oslo;0303;Nordpolen skole;KYST;0;0;0;-1;0;0;
0301;Oslo;0303;Nordpolen skole;RØDT;0;77;3,8;-48;-1;77;
0301;Oslo;0303;Nordpolen skole;DEMN;0;1;0;-1;0;1;
0301;Oslo;0303;Nordpolen skole;DLF;0;1;0;-1;0;1;
0301;Oslo;0303;Nordpolen skole;KSP;0;0;0;0;0;0;
